epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_eer,val_far,val_frr,val_loss,val_precision,val_recall
29,0.9976785778999329,0.999868631362915,0.0002500000118743628,0.21602824330329895,0.9995518922805786,0.9958035945892334,0.9850000143051147,0.9983485341072083,0.016093749999999993,0.01625,0.0159375,0.22844639420509338,0.9895899295806885,0.9803125262260437
30,0.9978571534156799,0.9999116659164429,0.0002500000118743628,0.21574892103672028,0.9995520710945129,0.9961606860160828,0.9840624928474426,0.998531699180603,0.015468749999999976,0.0153125,0.015625,0.22859245538711548,0.9843652248382568,0.9837499856948853
31,0.9979464411735535,0.999923050403595,0.0002500000118743628,0.21586062014102936,0.999731183052063,0.9961606860160828,0.9859374761581421,0.9984787702560425,0.014687499999999982,0.0146875,0.0146875,0.22756609320640564,0.9893014430999756,0.9825000166893005
32,0.998035728931427,0.9999133348464966,0.0002500000118743628,0.21545490622520447,0.9998207688331604,0.9962499737739563,0.9845312237739563,0.9982750415802002,0.015000000000000006,0.015,0.015,0.2309071123600006,0.9923785328865051,0.9765625
33,0.9978571534156799,0.9999433159828186,0.0002500000118743628,0.21531569957733154,0.9995520710945129,0.9961606860160828,0.9845312237739563,0.9985164403915405,0.014843750000000006,0.015,0.0146875,0.22977395355701447,0.9926914572715759,0.9762499928474426
34,0.9979464411735535,0.9999043941497803,0.0002500000118743628,0.21526364982128143,0.9998207688331604,0.996071457862854,0.9860937595367432,0.9984711408615112,0.014687499999999982,0.0146875,0.0146875,0.22734595835208893,0.9883830547332764,0.9837499856948853
35,0.998035728931427,0.9999074935913086,0.0002500000118743628,0.21525263786315918,0.9998207688331604,0.9962499737739563,0.9857812523841858,0.9985067248344421,0.014531249999999982,0.0146875,0.014375,0.22902341187000275,0.9856294989585876,0.9859374761581421
36,0.9978571534156799,0.9999052882194519,0.0002500000118743628,0.2153492569923401,0.9997311234474182,0.9959821701049805,0.9856250286102295,0.9986691474914551,0.014531250000000013,0.014375,0.0146875,0.2273464947938919,0.9886792302131653,0.9825000166893005
37,0.9980803728103638,0.99989253282547,0.0002500000118743628,0.21505863964557648,0.9999104142189026,0.9962499737739563,0.9856250286102295,0.99847412109375,0.015156249999999975,0.0153125,0.015,0.22739779949188232,0.9877589344978333,0.9834374785423279
38,0.9980803728103638,0.9999157786369324,0.0002500000118743628,0.21513137221336365,0.9998208284378052,0.9963392615318298,0.9864062666893005,0.9986064434051514,0.013437499999999995,0.0134375,0.0134375,0.22691699862480164,0.987167477607727,0.9856250286102295
39,0.9979464411735535,0.9999096393585205,0.0002500000118743628,0.21483692526817322,0.999731183052063,0.9961606860160828,0.9854687452316284,0.9984849095344543,0.014375000000000013,0.014375,0.014375,0.22878986597061157,0.9856204986572266,0.9853125214576721
40,0.998035728931427,0.9999141097068787,0.0002500000118743628,0.2148135006427765,0.9998207688331604,0.9962499737739563,0.9854687452316284,0.998689591884613,0.014062499999999988,0.0140625,0.0140625,0.22623039782047272,0.9895997643470764,0.981249988079071
41,0.9979464411735535,0.999922513961792,0.0002500000118743628,0.21445582807064056,0.9998207688331604,0.996071457862854,0.9823437333106995,0.9981542825698853,0.015625,0.015625,0.015625,0.2332465946674347,0.9945530295372009,0.9700000286102295
42,0.9979910850524902,0.9999164342880249,0.0002500000118743628,0.21443994343280792,0.999731183052063,0.9962499737739563,0.9850000143051147,0.9986460208892822,0.014531249999999982,0.0146875,0.014375,0.22849993407726288,0.9911392331123352,0.9787499904632568
43,0.998035728931427,0.9999111890792847,0.0002500000118743628,0.21460944414138794,0.9999103546142578,0.9961606860160828,0.983593761920929,0.998543918132782,0.014062499999999988,0.0140625,0.0140625,0.23048743605613708,0.9804408550262451,0.9868749976158142
44,0.9980803728103638,0.9999308586120605,0.0002500000118743628,0.2141721397638321,0.9998208284378052,0.9963392615318298,0.9821875095367432,0.9985896348953247,0.014374999999999982,0.0146875,0.0140625,0.23656216263771057,0.9948685169219971,0.9693750143051147
45,0.9982143044471741,0.9999127984046936,0.0002500000118743628,0.2140396535396576,1.0,0.9964285492897034,0.9853125214576721,0.9986966252326965,0.01375000000000002,0.01375,0.01375,0.22715230286121368,0.9905242919921875,0.9800000190734863
46,0.9982143044471741,0.9999385476112366,0.0001250000059371814,0.2134076952934265,1.0,0.9964285492897034,0.985156238079071,0.9986250996589661,0.015000000000000006,0.015,0.015,0.22700747847557068,0.9899021983146667,0.9803125262260437
47,0.9981696605682373,0.999941349029541,0.0001250000059371814,0.21314358711242676,1.0,0.9963392615318298,0.9862499833106995,0.9988669753074646,0.01390625000000002,0.01375,0.0140625,0.22524768114089966,0.9862499833106995,0.9862499833106995
48,0.9982143044471741,0.9999484419822693,0.0001250000059371814,0.21310165524482727,0.9999104142189026,0.9965178370475769,0.9860937595367432,0.998729944229126,0.014062499999999988,0.0140625,0.0140625,0.22584691643714905,0.9871594309806824,0.9850000143051147
49,0.9982143044471741,0.9999254941940308,0.0001250000059371814,0.21313875913619995,1.0,0.9964285492897034,0.9859374761581421,0.9988319873809814,0.014375000000000013,0.014375,0.014375,0.22552117705345154,0.9896095991134644,0.9821875095367432
